smiles; heat of formation [kcal/mol]
C=C(c1ccccc1)C(O)C(=O)OCC(C#N)NC(N)=O;-108.07255
C=C(c1ccccc1)C(O)C(=O)OCC(N)=O;-136.8168
C=C(c1ccccc1)C(O)C(=O)OCC(O)c1cnc[nH]1;-117.17669
C=C(c1ccccc1)C(O)C(=O)OCC(O)C(N)=O;-183.47916
C=C(c1ccccc1)C(O)C(=S)NCCC#N;26.32393
C=C(c1ccccc1)C(O)C(=S)NCCC(N)=O;-50.70234
C=C(c1ccccc1)C(O)C(=S)NCCC(N)=S;8.25442
C=C(c1ccccc1)C(O)C(=S)NCCC(=O)O;-93.16998
C=C(c1ccccc1)C(O)C(=S)NCC#N;35.77247
C=C(c1ccccc1)C(O)C(=S)NCC(N)=O;-42.11253
C=C(c1ccccc1)C(O)C(=S)NCC(N)=S;13.11147
C=C(c1ccccc1)C(O)C(=S)NCC(=O)NCC#N;-10.53152
C=C(c1ccccc1)C(O)C(=S)NCC(=O)O;-86.00717
C(Cc1ccccc1)=Nc1nc(Cc2ccccc2)co1;56.24166
C(Cc1ccccc1)=Nc1ncc(Cc2ccccc2)o1;60.21385
C(Cc1ccccc1)=Nc1ncco1;43.07228
C(Cc1ccccc1)=Nc1ncnc2[nH]cnc12;113.15177
C(Cc1ccccc1)=Nc1[nH]cnc1Cc1ccccc1;86.87773
C(Cc1cnc[nH]1)=Nc1nc(Cc2ccccc2)co1;62.62913
C(Cc1cnc[nH]1)=Nc1ncc(Cc2ccccc2)o1;62.66261
C(Cc1cnc[nH]1)=Nc1ncco1;45.83336
C(Cc1cnc[nH]1)=Nc1ncnc2[nH]cnc12;118.77625
C(Cc1cnc[nH]1)=Nc1[nH]cnc1Cc1ccccc1;100.41896
C=Cc1nc2c3[nH]c(=O)[nH]c3ncn2c1Cc1ccccc1;67.33157
C=Cc1nc2c(N)c(C(=O)O)ncn2c1Cc1ccccc1;5.79457
C=Cc1nc2[nH]c(=O)c3nc[nH]c3n2c1Cc1ccccc1;74.30444
C=Cc1nc2oc(C)cn2c1Cc1ccccc1;63.31116
C=Cc1nc(NCCCC#N)nc(N(CC#N)CCC#N)n1;148.71076
C=Cc1nc(N=CCCC#N)nc(N(CC#N)CCC#N)n1;181.00823
C=Cc1nc(NCCCC#N)nc(N(CC#N)CC#N)n1;157.83792
C=Cc1nc(N=CCCC#N)nc(N(CC#N)CC#N)n1;189.04743
C=Cc1nc(N=CCCC#N)nc(N(CC#N)CC(N)=O)n1;110.22426
C=Cc1nc(N=CCCC#N)nc(N(CC#N)CC(=O)O)n1;60.07992
C=Cc1nc(N=CCCC(N)=O)nc(N(CC#N)CC#N)n1;113.3053
C=Cc1nc(N=CCCC(=O)O)nc(N(CC#N)CC#N)n1;66.80236
C=Cc1nc(N=C(C)C)nc(N(CCC#N)CCC#N)n1;134.47036
C=Cc1nc(N=C(C)C)nc(N(CCC#N)CC(N)=O)n1;61.42868
C=Cc1nc(N=C(C)C)nc(N(CCC#N)CC(=O)O)n1;17.83414
C=Cc1nc(N=C(C)C)nc(N(CC#N)CCC#N)n1;142.02839
C=Cc1nc(N=C(C)C)nc(N(CC#N)C(C#N)CC#N)n1;177.14142
C=Cc1nc(N=C(C)C)nc(N(CC#N)CC#N)n1;150.86707
C=Cc1nc(N=C(C)C)nc(N(CC#N)CC(N)=O)n1;71.21455
C=Cc1nc(N=C(C)C)nc(N(CC#N)CC(=O)O)n1;27.23222
C=Cc1nc(N=C(C)C)nc(N(CC(N)=O)CC(N)=O)n1;-6.98093
C=Cc1nc(N=C(C)C)nc(N(CC(N)=O)CC(=O)O)n1;-51.40068
C=Cc1nc(N=C(C)C)nc(N(CC(=O)O)CC(=O)O)n1;-94.973
C=Cc1nc(NCCC#N)nc(Nc2ncco2)n1;100.63493
C=Cc1nc(NC=CC#N)nc(Nc2ncco2)n1;118.18763
C=Cc1nc(NCCC#N)nc(N(CCC#N)CCC#N)n1;144.12838
C=Cc1nc(NC=CC#N)nc(N(CCC#N)CCC#N)n1;164.80864
C=Cc1nc(NC=CC#N)nc(N(CCC#N)CC(N)=O)n1;91.31213
C=Cc1nc(NC=CC#N)nc(N(CCC#N)CC(=O)O)n1;46.88415
C=Cc1nc(NCCC#N)nc(NCCC#N)n1;115.79139
C=Cc1nc(NCCC#N)nc(N(CC#N)CCC#N)n1;151.08062
C=Cc1nc(NC(C)C#N)nc(N(CC#N)CCC#N)n1;154.33201
C=Cc1nc(NC=CC#N)nc(N(CC#N)CCC#N)n1;170.20621
C=Cc1nc(NCCC#N)nc(N(CC#N)CC#N)n1;160.6203
C=Cc1nc(NC(C)C#N)nc(N(CC#N)CC#N)n1;164.4683
C=Cc1nc(NC=CC#N)nc(N(CC#N)CC#N)n1;179.85929
C=Cc1nc(NC=CC#N)nc(N(CC#N)CC(N)=O)n1;100.75559
C=Cc1nc(NCCC#N)nc(N(CC#N)CC(N)=O)n1;82.54905
C=Cc1nc(NCCC#N)nc(N(CC#N)CC(=O)O)n1;40.40755
C=Cc1nc(NC(C)C#N)nc(N(CC#N)CC(=O)O)n1;41.97613
C=Cc1nc(NC=CC#N)nc(N(CC#N)CC(=O)O)n1;57.14325
C=Cc1nc(NCCC(N)=O)nc(NCCC(N)=O)n1;-37.87419
C=Cc1nc(NC=CC(N)=O)nc(N(CC#N)CCC#N)n1;93.23728
C=Cc1nc(NC=CC(N)=O)nc(N(CC#N)CC#N)n1;102.3047
C=Cc1nc(NC(C)=C(O)C#N)nc(N(CC#N)CC#N)n1;137.14681
C=Cc1nc(N=CC(C)=O)nc(N(CCC#N)CCC#N)n1;115.5137
C=Cc1nc(N=C(C)CO)nc(N(CCC#N)CCC#N)n1;91.88702
C=Cc1nc(N=CC(C)O)nc(N(CCC#N)CCC#N)n1;92.887
C=Cc1nc(N=CC(C)O)nc(N(CC#N)CCC#N)n1;100.35417
C=Cc1nc(N=C(C)CO)nc(N(CC#N)CCC#N)n1;100.95128
C=Cc1nc(N=CC(C)=O)nc(N(CC#N)CCC#N)n1;122.22054
C=Cc1nc(NCC(C)O)nc(N(CC#N)CCC#N)n1;70.92079
C=Cc1nc(N=C(C)CO)nc(N(CC#N)CC#N)n1;108.11889
C=Cc1nc(N=CC(C)O)nc(N(CC#N)CC#N)n1;109.10397
C=Cc1nc(N=CC(C)=O)nc(N(CC#N)CC#N)n1;131.01861
C=Cc1nc(NCC(C)O)nc(N(CC#N)CC#N)n1;78.70809
C=Cc1nc(N=C(C)CO)nc(N(CC#N)CC(N)=O)n1;29.83441
C=Cc1nc(N=CC(C)O)nc(N(CC#N)CC(N)=O)n1;31.16466
C=Cc1nc(N=CC(C)=O)nc(N(CC#N)CC(N)=O)n1;53.94789
C=Cc1nc(N=CC(C)O)nc(N(CC#N)CC(=O)O)n1;-11.78427
C=Cc1nc(N=C(C)CO)nc(N(CC#N)CC(=O)O)n1;-14.36927
C=Cc1nc(NCC(C)O)nc(N(CC#N)CC(=O)O)n1;-42.26224
C=Cc1nc(N=CC(C)=O)nc(N(CC#N)CC(=O)O)n1;8.35737
C=Cc1nc(NCCC(=O)O)nc(NCCC(=O)O)n1;-128.2084
C=Cc1nc(N=C(C)C(=O)O)nc(N(CC#N)CCC#N)n1;63.39943
C=Cc1nc(N=C(C)C(=O)O)nc(N(CC#N)CC#N)n1;72.41425
C=Cc1nc(NC(C#N)C=C)nc(N(CC#N)CCC#N)n1;176.93207
C=Cc1nc(NC(C#N)C=C)nc(N(CC#N)CC#N)n1;186.05534
C=Cc1nc(NC(C#N)C=C)nc(N(CC#N)CC(=O)O)n1;60.35507
C=Cc1nc(N(CC#N)CC#N)nc(N(CC#N)C(=N)N)n1;195.07248
C=Cc1nc(N(CC#N)CC#N)nc(N(CC#N)C(N)=O)n1;128.65117
C=Cc1nc(NC(C#N)C(C)O)nc(N(CC#N)CC#N)n1;111.61187
C=Cc1nc(NC(C#N)C(C)=O)nc(N(CC#N)CC#N)n1;134.45671
C=Cc1nc(N=CC)nc(N(CCC#N)CCC#N)n1;144.64725
C=Cc1nc(N=CC)nc(N(CCC#N)C(C#N)CC#N)n1;178.49928
C=Cc1nc(N=CC)nc(N(CCC#N)CC(N)=O)n1;72.51306
C=Cc1nc(NCC)nc(N(CCC#N)CC(=O)O)n1;0.06833
C=Cc1nc(N=CC)nc(N(CCC#N)CC(=O)O)n1;29.23566
C=Cc1nc(N=CC)nc(N(CCC(N)=O)CC(N)=O)n1;-3.38923
C=Cc1nc(N=CC)nc(N(CCC(N)=O)CC(=O)O)n1;-46.15234
C=Cc1nc(N=CC)nc(N(CCC(=O)O)CC(=O)O)n1;-91.40554
C=Cc1nc(NCC)nc(N(CC#N)CCC#N)n1;123.09463
C=Cc1nc(N=CC)nc(N(CC#N)CCC#N)n1;153.66388
C=Cc1nc(N=CC)nc(N(CC#N)C(C#N)CC#N)n1;186.69081
C=Cc1nc(NCC)nc(N(CC#N)CC#N)n1;131.63465
C=Cc1nc(N=CC)nc(N(CC#N)CC#N)n1;159.37957
C=Cc1nc(N=CC)nc(N(CC#N)CC(N)=O)n1;81.9956
C=Cc1nc(N=CC)nc(N(CC#N)CC(=O)O)n1;39.73122
C=Cc1nc(NCC)nc(N(CC#N)CC(=O)O)n1;7.7955
C=Cc1nc(N=CC)nc(N(CC(N)=O)CC(N)=O)n1;5.07899
C=Cc1nc(N=CC)nc(N(CC(N)=O)CC(=O)O)n1;-40.04058
C=Cc1nc(N=CC)nc(N(CC(=O)O)CC(=O)O)n1;-82.90796
C=Cc1nc(N=CCNC(=N)N)nc(N(CC#N)CC#N)n1;180.6909
C=Cc1nc(NC(C#N)CO)nc(N(CC#N)CCC#N)n1;108.92568
C=Cc1nc(NC(C#N)CO)nc(N(CC#N)CC#N)n1;118.86639
C=Cc1nc(NC(C#N)C(=O)O)nc(N(CC#N)CC#N)n1;87.17308
C=Cc1nc(NCC#N)nc(N(CCC#N)CCC#N)n1;153.45822
C=Cc1nc(NCC#N)nc(N(CCC#N)CC(N)=O)n1;80.7869
C=Cc1nc(NCC#N)nc(N(CCC#N)CC(=O)O)n1;35.54731
C=Cc1nc(NCC#N)nc(N(CC#N)CCC#N)n1;159.39542
C=Cc1nc(NCC#N)nc(N(CC#N)C(C#N)CC#N)n1;197.33167
C=Cc1nc(NCC#N)nc(N(CC#N)CC#N)n1;169.57643
C=Cc1nc(NCC#N)nc(N(CC#N)CC(N)=O)n1;89.26826
C=Cc1nc(NCC#N)nc(N(CC#N)CC(=O)O)n1;44.39268
C=Cc1nc(NCC#N)nc(N(CC(N)=O)CC(N)=O)n1;10.14332
C=Cc1nc(NCC#N)nc(N(CC(N)=O)CC(=O)O)n1;-30.63361
C=Cc1nc(NCC#N)nc(N(CC(=O)O)CC(=O)O)n1;-75.43896
C=Cc1nc(N=CC(=O)CCO)nc(N(CC#N)CC#N)n1;77.54176
C=Cc1nc(NCC(O)CO)nc(N(CC#N)CC#N)n1;30.47173
C=Cc1nc(NC(CO)CO)nc(N(CC#N)CC#N)n1;36.92134
C=Cc1nc(N=CC(O)CO)nc(N(CC#N)CC#N)n1;61.89174
C=Cc1nc(N=C(CO)CO)nc(N(CC#N)CC#N)n1;65.50698
C=Cc1nc(N=CCO)nc(N(CCC#N)CCC#N)n1;99.44322
C=Cc1nc(N=CCO)nc(N(CCC#N)CC(N)=O)n1;32.74765
C=Cc1nc(N=CCO)nc(N(CCC#N)CC(=O)O)n1;-18.64499
C=Cc1nc(NCCO)nc(N(CCC#N)CC(=O)O)n1;-51.02568
C=Cc1nc(N=CCO)nc(N(CC#N)CCC#N)n1;105.12384
C=Cc1nc(NCCO)nc(N(CC#N)CCC#N)n1;75.69888
C=Cc1nc(N=CCO)nc(N(CC#N)C(C#N)CC#N)n1;146.12216
C=Cc1nc(N=CCO)nc(N(CC#N)CC#N)n1;120.63545
C=Cc1nc(NCCO)nc(N(CC#N)CC#N)n1;89.02608
C=Cc1nc(N=CCO)nc(N(CC#N)CC(N)=O)n1;41.41378
C=Cc1nc(NCCO)nc(N(CC#N)CC(=O)O)n1;-35.11337
C=Cc1nc(N=CCO)nc(N(CC#N)CC(=O)O)n1;-7.58094
C=Cc1nc(N=CCO)nc(N(CC(N)=O)CC(N)=O)n1;-41.04908
C=Cc1nc(N=CCO)nc(N(CC(N)=O)CC(=O)O)n1;-87.61532
C=Cc1nc(N=CCO)nc(N(CC(=O)O)CC(=O)O)n1;-125.23215
C=Cc1nc(N=CC(=O)O)nc(N(CCC#N)CCC#N)n1;64.02541
C=Cc1nc(N=CC(=O)O)nc(N(CC#N)CCC#N)n1;70.81257
C=Cc1nc(N=CC(=O)O)nc(N(CC#N)CC#N)n1;80.16878
C=Cc1nc(N=CC(=O)O)nc(N(CC#N)CC(N)=O)n1;0.30554
C=Cc1nc(N=CC(=O)O)nc(N(CC#N)CC(=O)O)n1;-43.26829
C=Cc1nc(NC(=N)C#N)nc(Nc2ncco2)n1;134.0139
C=Cc1nc(NC(=N)C#N)nc(N(CCC#N)CCC#N)n1;182.45163
C=Cc1nc(NC(=N)C#N)nc(N(CCC#N)CC(N)=O)n1;107.39724
C=Cc1nc(NC(=N)C#N)nc(N(CC#N)CCC#N)n1;185.07159
C=Cc1nc(N=C(N)C#N)nc(N(CC#N)CCC#N)n1;189.39501
C=Cc1nc(NC(=N)C#N)nc(N(CC#N)CC#N)n1;194.80219
C=Cc1nc(N=C(N)C#N)nc(N(CC#N)CC#N)n1;198.87924
C=Cc1nc(NC(=N)C#N)nc(N(CC#N)CC(N)=O)n1;115.61843
C=Cc1nc(NC(=N)C#N)nc(N(CC#N)CC(=O)O)n1;71.20436
C=Cc1nc(N=C(N)C#N)nc(N(CC#N)CC(=O)O)n1;75.4915
C=Cc1nc(NC(=N)C#N)nc(NC(=N)C#N)n1;184.21928
C=Cc1nc(N=C(N)C#N)nc(NC(=N)C#N)n1;190.06334
C=Cc1nc(NC=N)nc(N(CCC#N)CCC#N)n1;140.61257
C=Cc1nc(NC=N)nc(N(CCC#N)C(C#N)CC#N)n1;175.14344
C=Cc1nc(NC=N)nc(N(CCC#N)CC(N)=O)n1;68.25311
C=Cc1nc(NC=N)nc(N(CCC#N)CC(=O)O)n1;22.32662
C=Cc1nc(N=CN)nc(N(CCC#N)CC(=O)O)n1;27.757
C=Cc1nc(NC=N)nc(N(CCC(N)=O)CC(N)=O)n1;-6.02708
C=Cc1nc(NC=N)nc(N(CCC(N)=O)CC(=O)O)n1;-46.4072
C=Cc1nc(NC=N)nc(N(CCC(=O)O)CC(=O)O)n1;-99.33303
C=Cc1nc(NC=N)nc(N(CC#N)CCC#N)n1;145.7326
C=Cc1nc(N=CN)nc(N(CC#N)CCC#N)n1;155.70422
C=Cc1nc(NC=N)nc(N(CC#N)C(C#N)CC#N)n1;186.19406
C=Cc1nc(NC=N)nc(N(CC#N)CC#N)n1;155.48856
C=Cc1nc(N=CN)nc(N(CC#N)CC#N)n1;163.86155
C=Cc1nc(NC=N)nc(N(CC#N)CC(N)=O)n1;76.31701
C=Cc1nc(NC=N)nc(N(CC#N)CC(=O)O)n1;32.0085
C=Cc1nc(N=CN)nc(N(CC#N)CC(=O)O)n1;38.57597
C=Cc1nc(NC=N)nc(N(CC(N)=O)CC(N)=O)n1;-3.05612
C=Cc1nc(NC=N)nc(N(CC(N)=O)CC(=O)O)n1;-42.83021
C=Cc1nc(NC=N)nc(N(CC(=O)O)CC(=O)O)n1;-87.67643
C=Cc1nc(NC(=N)NC(=N)N)nc(Nc2ncco2)n1;111.09948
C=Cc1nc(NC(=N)NC(=N)N)nc(N(CC#N)CC#N)n1;175.70357
C=Cc1nc(NC(=N)N)nc(Nc2ncco2)n1;94.04507
C=Cc1nc(NC(=N)N)nc(N(CCC#N)CCC#N)n1;140.02683
C=Cc1nc(NC(=N)N)nc(N(CCC#N)CC(N)=O)n1;68.62054
C=Cc1nc(NC(=N)N)nc(N(CCC#N)CC(=O)O)n1;24.09963
C=Cc1nc(NC(=N)N)nc(N(CC#N)CCC#N)n1;147.63195
C=Cc1nc(NC(=N)N)nc(N(CC#N)C(C#N)CC#N)n1;184.78377
C=Cc1nc(NC(=N)N)nc(N(CC#N)CC#N)n1;157.20345
C=Cc1nc(NC(=N)N)nc(N(CC#N)CC(N)=O)n1;77.585
C=Cc1nc(NC(=N)N)nc(N(CC#N)CC(=O)OC)n1;40.11979
C=Cc1nc(NC(=N)N)nc(N(CC#N)CC(=O)O)n1;35.44967
C=Cc1nc(NC(=N)N)nc(N(CC(N)=O)CC(N)=O)n1;-1.03665
C=Cc1nc(NC(=N)N)nc(N(CC(N)=O)CC(=O)O)n1;-44.60049
C=Cc1nc(NC(=N)N)nc(N(CC(=O)O)CC(=O)O)n1;-87.24843
C=Cc1nc(NC(=N)N)nc(NC(=N)N)n1;108.14519
C=Cc1nc(NC(N)=O)nc(Nc2ncco2)n1;30.33345
C=Cc1nc(NC(N)=O)nc(N(CCC#N)CCC#N)n1;75.03989
C=Cc1nc(NC(N)=O)nc(N(CCC#N)CC(N)=O)n1;2.80293
C=Cc1nc(NC(N)=O)nc(N(CCC#N)CC(=O)O)n1;-42.20857
C=Cc1nc(NC(N)=O)nc(N(CC#N)CCC#N)n1;81.76494
C=Cc1nc(NC(N)=O)nc(N(CC#N)C(C#N)CC#N)n1;118.22736
C=Cc1nc(NC(N)=O)nc(N(CC#N)CC#N)n1;90.41235
C=Cc1nc(NC(N)=O)nc(N(CC#N)CC(N)=O)n1;16.89624
C=Cc1nc(NC(N)=O)nc(N(CC#N)CC(=O)OC)n1;-24.61709
C=Cc1nc(NC(N)=O)nc(N(CC#N)CC(=O)O)n1;-26.66353
C=Cc1nc(NC(N)=O)nc(N(CC(N)=O)CC(N)=O)n1;-61.24443
C=Cc1nc(NC(N)=O)nc(N(CC(N)=O)CC(=O)O)n1;-105.5213
C=Cc1nc(NC(N)=O)nc(N(CC(=O)O)CC(=O)O)n1;-149.46114
C=Cc1nc(NC(N)=O)nc(NC(N)=O)n1;-24.41063
C=Cc1nc(N(C=O)CCC#N)nc(N(CC#N)CC#N)n1;128.66163
C=Cc1nc(N(C=O)CCC#N)nc(N(C=O)CCC#N)n1;47.09803
C=Cc1nc(N(C=O)CC#N)nc(N(CC#N)CCC#N)n1;126.97362
C=Cc1nc(N(C=O)CC#N)nc(N(CC#N)CC#N)n1;136.01667
C=Cc1nc(NC(=O)C(C)O)nc(N(CC#N)CC#N)n1;43.79896
C=Cc1nc(NC(=O)C(C)O)nc(NC(=O)C(C)O)n1;-104.26789
C=Cc1nc(NC=O)nc(N(CCC#N)CCC#N)n1;83.20451
C=Cc1nc(NC=O)nc(N(CCC#N)C(C#N)CC#N)n1;119.6694
C=Cc1nc(NC=O)nc(N(CCC#N)CC(N)=O)n1;10.25072
C=Cc1nc(NC=O)nc(N(CCC#N)CC(=O)O)n1;-33.40568
C=Cc1nc(NC=O)nc(N(CCC(N)=O)CC(N)=O)n1;-64.50877
C=Cc1nc(NC=O)nc(N(CCC(N)=O)CC(=O)O)n1;-108.2166
C=Cc1nc(NC=O)nc(N(CCC(=O)O)CC(=O)O)n1;-153.34313
C=Cc1nc(NC=O)nc(N(CC#N)CCC#N)n1;90.33879
C=Cc1nc(NC=O)nc(N(CC#N)C(C#N)CC#N)n1;126.22316
C=Cc1nc(NC=O)nc(N(CC#N)CC#N)n1;99.02381
C=Cc1nc(NC=O)nc(N(CC#N)CC(N)=O)n1;19.97377
C=Cc1nc(NC=O)nc(N(CC#N)CC(=O)O)n1;-23.60282
C=Cc1nc(NC=O)nc(N(CC(N)=O)CC(N)=O)n1;-58.95526
C=Cc1nc(NC=O)nc(N(CC(N)=O)CC(=O)O)n1;-101.54918
C=Cc1nc(NC=O)nc(N(CC(=O)O)CC(N)=S)n1;-46.60287
C=Cc1nc(NC=O)nc(N(CC(=O)O)CC(=O)O)n1;-145.69843
C=Cc1nc(NC=O)nc(NC=O)n1;-8.50617
C=Cc1nc[nH]c1N;52.87304
C=Cc1nc[nH]c1N=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12;47.52587
C=Cc1nc[nH]c1N=CC;68.78978
C=Cc1nc[nH]c1N=CCc1ccccc1;88.33237
C=Cc1nc[nH]c1N=C(Cc1ccccc1)C(=O)O;4.21732
C=Cc1nc[nH]c1N=C(Cc1ccccc1)C(=O)OC;10.84791
C=Cc1nc[nH]c1N=CCc1cnc[nH]1;95.46067
C=Cc1nc[nH]c1N=C(C)C;58.95933
C=Cc1nc[nH]c1N=CC(=C)c1ccccc1;110.99114
C=Cc1nc[nH]c1N=CCCc1ccccc1;82.24802
C=Cc1nc[nH]c1NC(C#Cc1ccccc1)CCC#N;144.03671
C=Cc1nc[nH]c1NC(C#Cc1ccccc1)CCC(N)=O;67.28647
C=Cc1nc[nH]c1NC(C#Cc1ccccc1)CC(N)=O;73.09383
C=Cc1nc[nH]c1NC(C#Cc1ccccc1)CCSC;121.83958
C=Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)CO;25.39381
C=Cc1nc[nH]c1N=CC(Cc1ccccc1)NC(=N)N;109.82929
C=Cc1nc[nH]c1N=CCCC1(C#N)NC(=O)N=C1N;83.9144
C=Cc1nc[nH]c1N=CC(=CC)c1ccccc1;103.83811
C=Cc1nc[nH]c1NC(C)C#Cc1ccccc1;121.47869
C=Cc1nc[nH]c1N=CCCC(C#N)(C#N)NC(N)=O;90.06515
C=Cc1nc[nH]c1N=CC(=CC(C)O)c1ccccc1;54.36823
C=Cc1nc[nH]c1N=CC(=CCCSC)c1ccccc1;105.76495
C=Cc1nc[nH]c1N=CCCC#N;91.76391
C=Cc1nc[nH]c1N=CCCC(N)=O;15.94608
C=Cc1nc[nH]c1N=CC(=CCO)c1ccccc1;60.47285
C=Cc1nc[nH]c1N=CCCC(=O)O;-27.55172
C=Cc1nc[nH]c1NCCC#N;75.40066
C=Cc1nc[nH]c1NC=CC#N;94.19282
C=Cc1nc[nH]c1N=CCCNC(=N)N;89.49946
C=Cc1nc[nH]c1N=CC(C)NC(=N)N;91.96019
C=Cc1nc[nH]c1N=CC(CNC(=N)N)C(O)C=C;56.61411
C=Cc1nc[nH]c1N=CC(CNC(=N)N)C(O)C(=O)O;-52.8624
C=Cc1nc[nH]c1NC=CC(N)=O;18.78117
C=Cc1nc[nH]c1N=C(C)CO;16.29307
C=Cc1nc[nH]c1N=CC(C)O;20.27656
C=Cc1nc[nH]c1N=CC(C)=O;37.96435
C=Cc1nc[nH]c1NC(C)=C(O)C#N;52.44972
C=Cc1nc[nH]c1N=CC(CO)CNC(=N)N;40.88244
C=Cc1nc[nH]c1NC(CCO)=C(O)C#N;4.12988
C=Cc1nc[nH]c1N=CC(CO)(CO)CNC(=N)N;-8.46057
C=Cc1nc[nH]c1N=CC(CO)NC(=N)N;46.14925
C=Cc1nc[nH]c1N=C(C)C(=O)O;-18.45434
C=Cc1nc[nH]c1NC(=CC(=O)OC)C(=O)OC;-100.24123
C=Cc1nc[nH]c1NC(=CC(=O)O)C(=O)O;-114.70502
C=Cc1nc[nH]c1N=CCCSC;71.31012
C=Cc1nc[nH]c1NCC#N;83.48252
C=Cc1nc[nH]c1N=CCN(CCc1ccccc1)C(=N)N;109.38336
C=Cc1nc[nH]c1N=CCNC(=N)N;90.90314
C=Cc1nc[nH]c1N=CCO;26.21507
C=Cc1nc[nH]c1N=C(CO)Cc1ccccc1;38.44832
C=Cc1nc[nH]c1N=CC(O)Cc1ccccc1;40.8285
C=Cc1nc[nH]c1N=CC(=O)Cc1ccccc1;61.52448
C=Cc1nc[nH]c1N=CC(=O)CCO;-13.49942
C=Cc1nc[nH]c1N=CC(=O)CC(O)Cc1ccccc1;1.45213
C=Cc1nc[nH]c1N=CC(=O)CC(O)CO;-67.47635
C=Cc1nc[nH]c1N=CC(=O)CC(O)C(O)CO;-109.53982
C=Cc1nc[nH]c1N=CC(O)CNC(=N)N;38.64463
C=Cc1nc[nH]c1NCC(O)C(N)=O;-43.50289
C=Cc1nc[nH]c1N=CC(O)CO;-23.67611
C=Cc1nc[nH]c1N=C(CO)CO;-25.80355
C=Cc1nc[nH]c1N=CC(O)C(O)Cc1ccccc1;-9.67703
C=Cc1nc[nH]c1N=CC(O)C(O)C(C)O;-76.65065
C=Cc1nc[nH]c1N=C(CO)C(O)CO;-73.41928
C=Cc1nc[nH]c1N=CC(O)C(O)CO;-75.6121
C=Cc1nc[nH]c1N=C(CO)C(O)C(O)C(C)O;-129.87942
C=Cc1nc[nH]c1N=CC(O)C(O)C(O)CO;-120.44347
C=Cc1nc[nH]c1N=C(C(O)CO)C(O)CO;-122.6448
C=Cc1nc[nH]c1N=C(CO)C(O)C(O)CO;-123.94827
C=Cc1nc[nH]c1N=CC(O)C(O)C(O)C(O)CO;-174.95132
C=Cc1nc[nH]c1N=C(CO)C(O)C(O)C(O)CO;-179.39481
C=Cc1nc[nH]c1NCC(O)C(=O)OC;-80.21565
C=Cc1nc[nH]c1N=CC(=O)O;-11.53738
C=Cc1nc[nH]c1NC(C(=O)O)=C(C(=O)O)C(O)C=C;-146.89646
C=Cc1nc[nH]c1NC(C(=O)O)=C(C(=O)O)C(O)C(=O)O;-245.73748
C=Cc1nc[nH]c1N=C(CSC)C(=O)O;-17.16382
C=Cc1nc[nH]c1NC=N;75.16946
C=Cc1nc[nH]c1NC(=N)C#N;110.53276
C=Cc1nc[nH]c1NC(=N)C(=N)Nc1[nH]cnc1C=C;144.17951
C=Cc1nc[nH]c1NC(N)=O;5.83159
C=Cc1nc[nH]c1NC=O;12.26776
C=Cc1nc[nH]c1NC(=O)c1ncnc2[nH]c(=O)c(=O)[nH]c12;-14.92598
C=Cc1nc[nH]c1NC(=O)c1nc[nH]c1NC(N)=O;-9.08904
C=Cc1nc[nH]c1NC(=O)C(Cc1ccccc1)NC(=N)N;43.2785
C=Cc1nc[nH]c1NC(=O)C(Cc1ccccc1)NC(N)=O;-22.8712
C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)CCC#N;59.99685
C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)C(C)C#N;62.3251
C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)CC(N)=O;-20.96541
C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)CC(=O)O;-59.74396
C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)C(=N)N;50.08916
C=Cc1nc[nH]c1NC(=O)CCN(CCC#N)C(N)=O;-13.91913
C=Cc1nc[nH]c1NC(=O)CCN(CCC(N)=O)C(=N)N;-24.96269
C=Cc1nc[nH]c1NC(=O)CCN(CCC(N)=O)C(N)=O;-98.32624
C=Cc1nc[nH]c1NC(=O)CCN(CCC(=O)O)C(=N)N;-75.57227
C=Cc1nc[nH]c1NC(=O)CCN(CCC(=O)O)C(N)=O;-142.89547
C=Cc1nc[nH]c1NC(=O)CCN(CC#N)CCC#N;59.52788
C=Cc1nc[nH]c1NC(=O)CCN(CC#N)C(=N)N;55.85529
C=Cc1nc[nH]c1NC(=O)CCN(CC#N)C(N)=O;-10.35479
C=Cc1nc[nH]c1NC(=O)CCN(CC(N)=O)C(=N)N;-22.70226
C=Cc1nc[nH]c1NC(=O)CCN(CC(N)=O)C(N)=O;-89.20947
C=Cc1nc[nH]c1NC(=O)CCN(CC(=O)O)C(=N)N;-64.7665
C=Cc1nc[nH]c1NC(=O)CCN(CC(=O)O)C(N)=O;-137.56432
C=Cc1nc[nH]c1NC(=O)CCNC(=N)N;17.84828
C=Cc1nc[nH]c1NC(=O)CCN(C(=N)N)C(C)C#N;59.80937
C=Cc1nc[nH]c1NC(=O)CCN(C(=N)N)C(C#N)CO;0.65625
C=Cc1nc[nH]c1NC(=O)CCNC(=N)NC(=N)N;41.32797
C=Cc1nc[nH]c1NC(=O)CCNC(N)=O;-45.23146
